Age,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Var
62,0.12765982479336313,0.12075878987677106,0.13538889511781343,0.12697670603319622,0.12013445890386855,0.13462627160766197,0.12608226632384711,0.11931240760823306,0.13362317463237786,s10
63,0.12899722351657567,0.12182278465505886,0.13674985866876746,0.12830157258484917,0.12117625257502143,0.13600504773283104,0.1273911265113004,0.1203393056588969,0.1350250579626075,s10
64,0.13035346556241229,0.1230403766355322,0.13809005351484635,0.12963888803217377,0.1223811026187474,0.13729715484806762,0.12868785913509656,0.12151335212292565,0.13625442214839462,s10
65,0.13167088582502043,0.12422754779728777,0.13938846337723,0.13095125675311814,0.1235715589689199,0.13860282036296562,0.13000725535797883,0.12270786454002743,0.13757022662143314,s10
66,0.13298820744275622,0.12527031008320036,0.14097580340569824,0.13223917363919735,0.12458762961589805,0.14015883667195939,0.1312683968752646,0.12370451868400872,0.13909080410595773,s10
67,0.13439981119639288,0.1265190372992861,0.14247595624491785,0.1336437197567551,0.12582650580626317,0.14164433369880758,0.13264517792895825,0.12491515781353583,0.14055095009629184,s10
68,0.13582940829931717,0.12766733676514483,0.14387534063837817,0.13505824819180456,0.12696813634954804,0.14303895030840824,0.1340505661669844,0.12604813277388324,0.1419392994482382,s10
69,0.13727998154881194,0.12915132469255003,0.14556992923975437,0.13649214071505167,0.12843283875543357,0.1447224127227565,0.13544911740267754,0.127487586455117,0.1435957907991706,s10
70,0.13869068371693977,0.1304047738411088,0.1469644928193394,0.13790164340117414,0.12967541133283042,0.14607160169827987,0.13684978218662247,0.1287160465645585,0.1449008206548265,s10
71,0.14012459024521612,0.1315757745953813,0.14863442444052571,0.1393074581329002,0.13081573756735704,0.14772580381071013,0.1382297141727527,0.1298162652160677,0.14653190027355953,s10
72,0.1415449432946533,0.1329737470494046,0.15036150275233115,0.140708132496919,0.13219295633493242,0.149440787151324,0.13960793675011404,0.1311664704233105,0.14824221766608234,s10
73,0.143011927267101,0.1341436336778206,0.15222483691090596,0.14215347559138908,0.13334900226033428,0.15126808591543925,0.14102523571146272,0.13230419941486019,0.15001951799314434,s10
74,0.14446789177503006,0.13531324690164526,0.15409742530333542,0.14357664118390634,0.1345181804329153,0.15314121466032224,0.14241482955124352,0.13347358261071704,0.15187948658042433,s10
75,0.1459795670152554,0.13656403765697106,0.15604996888495923,0.14507654120153912,0.13573555638190227,0.15503125276051472,0.14389100874546917,0.13467339656790028,0.153693125653039,s10
76,0.14748590269589779,0.13791104746766641,0.15788498121041233,0.14657141484674438,0.13705449441146425,0.15687717712476976,0.14536300918646133,0.13592928453557104,0.15555750183882283,s10
77,0.14905881453835673,0.1392353931074371,0.1597814715905975,0.14811676811411134,0.138381415682596,0.15876066255636292,0.1468908180015175,0.13725104250911316,0.1574130571833061,s10
78,0.15060869907401098,0.14045632338098432,0.16176351471071898,0.1496547979585814,0.13962809276157512,0.16069134079608022,0.14840178269011706,0.13853944930104053,0.15928378201791407,s10
79,0.1521416410412164,0.1415568243735551,0.16369240058531812,0.1511648918163812,0.14069116257160733,0.16259276648149884,0.14988294310133926,0.13955349876198672,0.16114980586229816,s10
80,0.15372605977848008,0.1427108649671719,0.16577601735705969,0.15271565627829228,0.14181751892392955,0.16463808739691962,0.15138466814578666,0.14064410528232593,0.16314559037816231,s10
81,0.1553693538580335,0.14404505207926996,0.16774015337213427,0.1543623234824555,0.1431346298651984,0.16658429648384945,0.15302422250197145,0.1419389552846706,0.16506816705710778,s10
82,0.157033424880434,0.14511189822302456,0.16979938109423456,0.15597666359892703,0.14418319184352335,0.16861556248855517,0.15462076790180249,0.14296345202291885,0.16706238719794422,s10
83,0.15861348809327547,0.14619967083704213,0.17188122028835437,0.15755786570873986,0.1452575048707929,0.1706677832410736,0.15618148238413315,0.144032732987801,0.1690760009659603,s10
